non_occluded_path,occluded_path,emotion_class,dataset_source,split
LFW\M-LFW-FER\train\positive\Ken_Balk_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Ken_Balk_0001_mask.png,surprised,LFW,train
KDEF\KDEF_Sorted_Resized\surprised\AM22SUS.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\AM22SUS.jpg,surprised,KDEF,train
LFW\M-LFW-FER\train\positive\Patrice_Chereau_0002.jpg,LFW\M-LFW-FER-masks\train\positive\Patrice_Chereau_0002_mask.png,surprised,LFW,train
KDEF\KDEF_Sorted_Resized\surprised\AM28SUHR.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\AM28SUHR.jpg,surprised,KDEF,train
LFW\M-LFW-FER\eval\positive\Tom_Harkin_0004.jpg,LFW\M-LFW-FER-masks\eval\positive\Tom_Harkin_0004_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Jack_LaLanne_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Jack_LaLanne_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0019564.jpg,AffectNet\surprise\image0019564.jpg,surprised,AffectNet,train
RAFDB\RAF-DB\train\1_surprised\train_05009_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_05009_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Cindy_Taylor_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Cindy_Taylor_0001_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_00804_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_00804_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Robert_Duvall_0005.jpg,LFW\M-LFW-FER-masks\train\positive\Robert_Duvall_0005_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Rita_Moreno_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Rita_Moreno_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\eval\positive\Xiang_Xu_0001.jpg,LFW\M-LFW-FER-masks\eval\positive\Xiang_Xu_0001_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_05677_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_05677_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Gray_Davis_0014.jpg,LFW\M-LFW-FER-masks\train\positive\Gray_Davis_0014_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Recep_Tayyip_Erdogan_0027.jpg,LFW\M-LFW-FER-masks\train\positive\Recep_Tayyip_Erdogan_0027_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Kurt_Busch_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Kurt_Busch_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Donald_Rumsfeld_0066.jpg,LFW\M-LFW-FER-masks\train\positive\Donald_Rumsfeld_0066_mask.png,surprised,LFW,train
AffectNet\surprise\image0025906.jpg,AffectNet\surprise\image0025906.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Donald_Rumsfeld_0112.jpg,LFW\M-LFW-FER-masks\train\positive\Donald_Rumsfeld_0112_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Phillipe_Comtois_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Phillipe_Comtois_0001_mask.png,surprised,LFW,train
KDEF\KDEF_Sorted_Resized\surprised\BM34SUHL.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\BM34SUHL.jpg,surprised,KDEF,train
LFW\M-LFW-FER\train\positive\Nicole_Kidman_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Nicole_Kidman_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Ari_Fleischer_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Ari_Fleischer_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0027478.jpg,AffectNet\surprise\image0027478.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\eval\positive\Troy_Aikman_0001.jpg,LFW\M-LFW-FER-masks\eval\positive\Troy_Aikman_0001_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_06669_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_06669_aligned.jpg,surprised,RAFDB,train
RAFDB\RAF-DB\train\1_surprised\train_05212_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_05212_aligned.jpg,surprised,RAFDB,train
RAFDB\RAF-DB\train\1_surprised\train_03435_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_03435_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Martin_Kristof_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Martin_Kristof_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Craig_Doblin_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Craig_Doblin_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\eval\positive\Wolfgang_Schuessel_0001.jpg,LFW\M-LFW-FER-masks\eval\positive\Wolfgang_Schuessel_0001_mask.png,surprised,LFW,train
KDEF\KDEF_Sorted_Resized\surprised\BF20SUHL.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\BF20SUHL.jpg,surprised,KDEF,train
LFW\M-LFW-FER\train\positive\Sanjay_Gupta_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Sanjay_Gupta_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0031204.jpg,AffectNet\surprise\image0031204.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Robert_Redford_0005.jpg,LFW\M-LFW-FER-masks\train\positive\Robert_Redford_0005_mask.png,surprised,LFW,train
AffectNet\surprise\image0031461.jpg,AffectNet\surprise\image0031461.jpg,surprised,AffectNet,train
AffectNet\surprise\image0008474.jpg,AffectNet\surprise\image0008474.jpg,surprised,AffectNet,train
RAFDB\RAF-DB\train\1_surprised\train_04325_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_04325_aligned.jpg,surprised,RAFDB,train
AffectNet\surprise\image0013351.jpg,AffectNet\surprise\image0013351.jpg,surprised,AffectNet,train
RAFDB\RAF-DB\train\1_surprised\train_05047_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_05047_aligned.jpg,surprised,RAFDB,train
RAFDB\RAF-DB\train\1_surprised\train_04054_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_04054_aligned.jpg,surprised,RAFDB,train
AffectNet\surprise\image0023640.jpg,AffectNet\surprise\image0023640.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Maria_Shriver_0008.jpg,LFW\M-LFW-FER-masks\train\positive\Maria_Shriver_0008_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Gene_Robinson_0005.jpg,LFW\M-LFW-FER-masks\train\positive\Gene_Robinson_0005_mask.png,surprised,LFW,train
KDEF\KDEF_Sorted_Resized\surprised\BM08SUHL.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\BM08SUHL.jpg,surprised,KDEF,train
LFW\M-LFW-FER\train\positive\Bill_Simon_0010.jpg,LFW\M-LFW-FER-masks\train\positive\Bill_Simon_0010_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Jim_Tressel_0003.jpg,LFW\M-LFW-FER-masks\train\positive\Jim_Tressel_0003_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Grant_Hackett_0005.jpg,LFW\M-LFW-FER-masks\train\positive\Grant_Hackett_0005_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_01221_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_01221_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Alexandra_Vodjanikova_0002.jpg,LFW\M-LFW-FER-masks\train\positive\Alexandra_Vodjanikova_0002_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Michael_Phelps_0002.jpg,LFW\M-LFW-FER-masks\train\positive\Michael_Phelps_0002_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Clint_Eastwood_0002.jpg,LFW\M-LFW-FER-masks\train\positive\Clint_Eastwood_0002_mask.png,surprised,LFW,train
AffectNet\surprise\image0034267.jpg,AffectNet\surprise\image0034267.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Jack_Straw_0016.jpg,LFW\M-LFW-FER-masks\train\positive\Jack_Straw_0016_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\George_W_Bush_0458.jpg,LFW\M-LFW-FER-masks\train\positive\George_W_Bush_0458_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Sila_Calderon_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Sila_Calderon_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Sharon_Davis_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Sharon_Davis_0001_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_07123_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_07123_aligned.jpg,surprised,RAFDB,train
AffectNet\surprise\image0026406.jpg,AffectNet\surprise\image0026406.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Joe_Lieberman_0010.jpg,LFW\M-LFW-FER-masks\train\positive\Joe_Lieberman_0010_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Carrie-Anne_Moss_0002.jpg,LFW\M-LFW-FER-masks\train\positive\Carrie-Anne_Moss_0002_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_00914_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_00914_aligned.jpg,surprised,RAFDB,train
AffectNet\surprise\ffhq_197.png,AffectNet\surprise\ffhq_197.png,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Andy_Griggs_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Andy_Griggs_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Carolina_Barco_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Carolina_Barco_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0019231.jpg,AffectNet\surprise\image0019231.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Billy_Tibbets_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Billy_Tibbets_0001_mask.png,surprised,LFW,train
KDEF\KDEF_Sorted_Resized\surprised\BM07SUHR.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\BM07SUHR.jpg,surprised,KDEF,train
LFW\M-LFW-FER\train\positive\Rick_Wagoner_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Rick_Wagoner_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\eval\positive\Tung_Chee-hwa_0001.jpg,LFW\M-LFW-FER-masks\eval\positive\Tung_Chee-hwa_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0034191.jpg,AffectNet\surprise\image0034191.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\eval\positive\Tony_Blair_0072.jpg,LFW\M-LFW-FER-masks\eval\positive\Tony_Blair_0072_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Marcelo_Salas_0002.jpg,LFW\M-LFW-FER-masks\train\positive\Marcelo_Salas_0002_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Dominique_de_Villepin_0015.jpg,LFW\M-LFW-FER-masks\train\positive\Dominique_de_Villepin_0015_mask.png,surprised,LFW,train
AffectNet\surprise\image0002055.jpg,AffectNet\surprise\image0002055.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Howard_Dean_0012.jpg,LFW\M-LFW-FER-masks\train\positive\Howard_Dean_0012_mask.png,surprised,LFW,train
LFW\M-LFW-FER\eval\positive\Tony_Blair_0144.jpg,LFW\M-LFW-FER-masks\eval\positive\Tony_Blair_0144_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Christina_Sawaya_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Christina_Sawaya_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Jose_Serra_0009.jpg,LFW\M-LFW-FER-masks\train\positive\Jose_Serra_0009_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_02933_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_02933_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Halle_Berry_0013.jpg,LFW\M-LFW-FER-masks\train\positive\Halle_Berry_0013_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\George_W_Bush_0496.jpg,LFW\M-LFW-FER-masks\train\positive\George_W_Bush_0496_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Azra_Akin_0003.jpg,LFW\M-LFW-FER-masks\train\positive\Azra_Akin_0003_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Bill_Clinton_0007.jpg,LFW\M-LFW-FER-masks\train\positive\Bill_Clinton_0007_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Ibrahim_Haddad_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Ibrahim_Haddad_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Goldie_Hawn_0002.jpg,LFW\M-LFW-FER-masks\train\positive\Goldie_Hawn_0002_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Nabil_Shaath_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Nabil_Shaath_0001_mask.png,surprised,LFW,train
KDEF\KDEF_Sorted_Resized\surprised\BM03SUS.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\BM03SUS.jpg,surprised,KDEF,train
LFW\M-LFW-FER\eval\positive\Tia_Mowry_0001.jpg,LFW\M-LFW-FER-masks\eval\positive\Tia_Mowry_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\eval\positive\Yang_Pao-yu_0001.jpg,LFW\M-LFW-FER-masks\eval\positive\Yang_Pao-yu_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0031281.jpg,AffectNet\surprise\image0031281.jpg,surprised,AffectNet,train
KDEF\KDEF_Sorted_Resized\surprised\BM31SUHR.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\BM31SUHR.jpg,surprised,KDEF,train
AffectNet\surprise\image0033870.jpg,AffectNet\surprise\image0033870.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Sheila_Wellstone_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Sheila_Wellstone_0001_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_09100_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_09100_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Sandra_Ceccarelli_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Sandra_Ceccarelli_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Junichiro_Koizumi_0035.jpg,LFW\M-LFW-FER-masks\train\positive\Junichiro_Koizumi_0035_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Rick_Perry_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Rick_Perry_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0023078.jpg,AffectNet\surprise\image0023078.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Gerhard_Schroeder_0078.jpg,LFW\M-LFW-FER-masks\train\positive\Gerhard_Schroeder_0078_mask.png,surprised,LFW,train
KDEF\KDEF_Sorted_Resized\surprised\AF33SUHR.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\AF33SUHR.jpg,surprised,KDEF,train
LFW\M-LFW-FER\eval\positive\Vanessa_Williams_0001.jpg,LFW\M-LFW-FER-masks\eval\positive\Vanessa_Williams_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Carlos_Moya_0004.jpg,LFW\M-LFW-FER-masks\train\positive\Carlos_Moya_0004_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Ray_Sherman_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Ray_Sherman_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Mohammed_Al-Douri_0003.jpg,LFW\M-LFW-FER-masks\train\positive\Mohammed_Al-Douri_0003_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_04214_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_04214_aligned.jpg,surprised,RAFDB,train
RAFDB\RAF-DB\train\1_surprised\train_06686_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_06686_aligned.jpg,surprised,RAFDB,train
KDEF\KDEF_Sorted_Resized\surprised\AM24SUS.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\AM24SUS.jpg,surprised,KDEF,train
LFW\M-LFW-FER\train\positive\Ratna_Sari_Dewi_Sukarno_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Ratna_Sari_Dewi_Sukarno_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0033889.jpg,AffectNet\surprise\image0033889.jpg,surprised,AffectNet,train
RAFDB\RAF-DB\train\1_surprised\train_07877_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_07877_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\eval\positive\Tammy_Helm_0001.jpg,LFW\M-LFW-FER-masks\eval\positive\Tammy_Helm_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Lindsay_Davenport_0020.jpg,LFW\M-LFW-FER-masks\train\positive\Lindsay_Davenport_0020_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Colin_Powell_0201.jpg,LFW\M-LFW-FER-masks\train\positive\Colin_Powell_0201_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Edmund_Stoiber_0007.jpg,LFW\M-LFW-FER-masks\train\positive\Edmund_Stoiber_0007_mask.png,surprised,LFW,train
AffectNet\surprise\image0032171.jpg,AffectNet\surprise\image0032171.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Karen_Clarkson_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Karen_Clarkson_0001_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_05983_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_05983_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Bill_Simon_0009.jpg,LFW\M-LFW-FER-masks\train\positive\Bill_Simon_0009_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Michele_Placido_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Michele_Placido_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0025811.jpg,AffectNet\surprise\image0025811.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Rick_Carlisle_0004.jpg,LFW\M-LFW-FER-masks\train\positive\Rick_Carlisle_0004_mask.png,surprised,LFW,train
KDEF\KDEF_Sorted_Resized\surprised\AF29SUHL.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\AF29SUHL.jpg,surprised,KDEF,train
LFW\M-LFW-FER\train\positive\Maria_Shriver_0003.jpg,LFW\M-LFW-FER-masks\train\positive\Maria_Shriver_0003_mask.png,surprised,LFW,train
AffectNet\surprise\image0033922.jpg,AffectNet\surprise\image0033922.jpg,surprised,AffectNet,train
RAFDB\RAF-DB\train\1_surprised\train_00465_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_00465_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Juliette_Binoche_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Juliette_Binoche_0001_mask.png,surprised,LFW,train
AffectNet\surprise\ffhq_144.png,AffectNet\surprise\ffhq_144.png,surprised,AffectNet,train
AffectNet\surprise\ffhq_551.png,AffectNet\surprise\ffhq_551.png,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Rolandas_Paksas_0002.jpg,LFW\M-LFW-FER-masks\train\positive\Rolandas_Paksas_0002_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Rachel_Hunter_0003.jpg,LFW\M-LFW-FER-masks\train\positive\Rachel_Hunter_0003_mask.png,surprised,LFW,train
AffectNet\surprise\image0024384.jpg,AffectNet\surprise\image0024384.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Ariel_Sharon_0062.jpg,LFW\M-LFW-FER-masks\train\positive\Ariel_Sharon_0062_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Joe_Lieberman_0006.jpg,LFW\M-LFW-FER-masks\train\positive\Joe_Lieberman_0006_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_01079_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_01079_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Corinne_Coman_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Corinne_Coman_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Mahathir_Mohamad_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Mahathir_Mohamad_0001_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_04289_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_04289_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Ralph_Lauren_0002.jpg,LFW\M-LFW-FER-masks\train\positive\Ralph_Lauren_0002_mask.png,surprised,LFW,train
KDEF\KDEF_Sorted_Resized\surprised\AM30SUS.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\AM30SUS.jpg,surprised,KDEF,train
LFW\M-LFW-FER\train\positive\Johan_Bruyneel_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Johan_Bruyneel_0001_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_03586_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_03586_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Mohammad_Khatami_0008.jpg,LFW\M-LFW-FER-masks\train\positive\Mohammad_Khatami_0008_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\James_Hoffa_0001.jpg,LFW\M-LFW-FER-masks\train\positive\James_Hoffa_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0011655.jpg,AffectNet\surprise\image0011655.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\eval\positive\Turner_Gill_0001.jpg,LFW\M-LFW-FER-masks\eval\positive\Turner_Gill_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0031524.jpg,AffectNet\surprise\image0031524.jpg,surprised,AffectNet,train
KDEF\KDEF_Sorted_Resized\surprised\BM34SUS.jpg,KDEF\KDEF_Sorted_Occluded\surprised\img\BM34SUS.jpg,surprised,KDEF,train
RAFDB\RAF-DB\train\1_surprised\train_05965_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_05965_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Lester_Holt_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Lester_Holt_0001_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_08248_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_08248_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Megawati_Sukarnoputri_0029.jpg,LFW\M-LFW-FER-masks\train\positive\Megawati_Sukarnoputri_0029_mask.png,surprised,LFW,train
AffectNet\surprise\image0015208.jpg,AffectNet\surprise\image0015208.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Bernadette_Peters_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Bernadette_Peters_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\eval\positive\Takeshi_Kitano_0001.jpg,LFW\M-LFW-FER-masks\eval\positive\Takeshi_Kitano_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Patricia_Clarkson_0004.jpg,LFW\M-LFW-FER-masks\train\positive\Patricia_Clarkson_0004_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Arif_Mardin_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Arif_Mardin_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Raul_Chacon_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Raul_Chacon_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0015847.jpg,AffectNet\surprise\image0015847.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Michael_Deutsch_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Michael_Deutsch_0001_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Dennis_Hastert_0006.jpg,LFW\M-LFW-FER-masks\train\positive\Dennis_Hastert_0006_mask.png,surprised,LFW,train
AffectNet\surprise\image0023769.jpg,AffectNet\surprise\image0023769.jpg,surprised,AffectNet,train
AffectNet\surprise\image0031177.jpg,AffectNet\surprise\image0031177.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\George_W_Bush_0130.jpg,LFW\M-LFW-FER-masks\train\positive\George_W_Bush_0130_mask.png,surprised,LFW,train
AffectNet\surprise\image0020942.jpg,AffectNet\surprise\image0020942.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Ian_Thorpe_0005.jpg,LFW\M-LFW-FER-masks\train\positive\Ian_Thorpe_0005_mask.png,surprised,LFW,train
LFW\M-LFW-FER\train\positive\Kim_Jin-sun_0002.jpg,LFW\M-LFW-FER-masks\train\positive\Kim_Jin-sun_0002_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_01487_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_01487_aligned.jpg,surprised,RAFDB,train
LFW\M-LFW-FER\train\positive\Budd_Schulberg_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Budd_Schulberg_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0007245.jpg,AffectNet\surprise\image0007245.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Francis_Ford_Coppola_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Francis_Ford_Coppola_0001_mask.png,surprised,LFW,train
AffectNet\surprise\image0034824.jpg,AffectNet\surprise\image0034824.jpg,surprised,AffectNet,train
AffectNet\surprise\image0016894.jpg,AffectNet\surprise\image0016894.jpg,surprised,AffectNet,train
AffectNet\surprise\image0034681.jpg,AffectNet\surprise\image0034681.jpg,surprised,AffectNet,train
LFW\M-LFW-FER\train\positive\Justin_Wilson_0001.jpg,LFW\M-LFW-FER-masks\train\positive\Justin_Wilson_0001_mask.png,surprised,LFW,train
RAFDB\RAF-DB\train\1_surprised\train_08186_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_08186_aligned.jpg,surprised,RAFDB,train
RAFDB\RAF-DB\train\1_surprised\train_02471_aligned.png,RAFDB\RAF-DB_Occluded\train\1_surprised\hands\img\train_02471_aligned.jpg,surprised,RAFDB,train
AffectNet\surprise\image0032590.jpg,AffectNet\surprise\image0032590.jpg,surprised,AffectNet,train
